Agent,Author,Repo,CommitSha,smell_type,smell_name,Method,Line,File,Description
Devin,crewAIInc,crewAI-tools,b0f8cb53a9739fee2e71aafb576a6bfaef0d39d6,implementation,Empty catch block,_run,41,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI-tools/b0f8cb53a9739fee2e71aafb576a6bfaef0d39d6/crewai_tools/tools/file_read_tool/file_read_tool.py,Empty catch block found in _run.
Devin,crewAIInc,crewAI-tools,06f00be0f1a85cbd19824cf069717ac2c835c204,implementation,Empty catch block,_run,40,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI-tools/06f00be0f1a85cbd19824cf069717ac2c835c204/crewai_tools/tools/file_read_tool/file_read_tool.py,Empty catch block found in _run.
Devin,crewAIInc,crewAI,a1ebdb125b2642d01b1f22a0d459d0b02b52e7d0,design,Multifaceted abstraction,,1,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/a1ebdb125b2642d01b1f22a0d459d0b02b52e7d0/examples/llm_generations_example.py,"Class 'llm_generations_example' has a high LCOM value of 1, indicating it may have multiple responsibilities."
Devin,crewAIInc,crewAI,7079fce4b1e36ea759fad90d1d9b2629c51dd3ff,design,Multifaceted abstraction,,4,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/7079fce4b1e36ea759fad90d1d9b2629c51dd3ff/tests/test_crewai_alias.py,"Class 'TestCrewaiAlias' has a high LCOM value of 1, indicating it may have multiple responsibilities."
Devin,PromtEngineer,localGPT,5c2a31ee5d267fe645c6eaeb9349cb17dd8c04d1,implementation,Magic number,test_nano_graphrag_integration,49,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/PromtEngineer$localGPT/5c2a31ee5d267fe645c6eaeb9349cb17dd8c04d1/test_nano_graphrag_integration.py,Magic number 768 used in test_nano_graphrag_integration.
OpenAI_Codex,HumanSignal,label-studio-ml-backend,f6b16a7456c5534c1a359a7466aada68d993ee19,implementation,Long statement,test_background_class_filtering,369,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/HumanSignal$label-studio-ml-backend/f6b16a7456c5534c1a359a7466aada68d993ee19/label_studio_ml/examples/timeseries_segmenter/tests/test_segmenter.py,A line with 538 chars in test_background_class_filtering exceeds the maximum length of 120 characters.
Copilot,Azure,azure-sdk-for-python,99a3e924dcc8a4841564e508045526c659017ff1,implementation,Long method,list_by_resource_group,556 - 647,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/Azure$azure-sdk-for-python/99a3e924dcc8a4841564e508045526c659017ff1/sdk/ml/azure-ai-ml/azure/ai/ml/_restclient/v2023_02_01_preview/aio/operations/_workspaces_operations.py,Method 'list_by_resource_group' is too long (71 lines).
Copilot,Azure,azure-sdk-for-python,99a3e924dcc8a4841564e508045526c659017ff1,implementation,Long method,_update_initial,650 - 734,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/Azure$azure-sdk-for-python/99a3e924dcc8a4841564e508045526c659017ff1/sdk/ml/azure-ai-ml/azure/ai/ml/_restclient/v2022_12_01_preview/operations/_batch_endpoints_operations.py,Method '_update_initial' is too long (68 lines).
Devin,crewAIInc,crewAI,fa52c1f918923ede64607a626e61275c13f99b4e,implementation,Long identifier,test_agent_with_chinese_role_name,6,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/fa52c1f918923ede64607a626e61275c13f99b4e/tests/test_chinese_support/test_chinese_agent_name.py,Identifier'test_agent_with_chinese_role_name' exceeds the maximum length of 30 characters.
Copilot,Azure,azure-sdk-for-python,99a3e924dcc8a4841564e508045526c659017ff1,implementation,Long method,list_by_resource_group,1092 - 1186,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/Azure$azure-sdk-for-python/99a3e924dcc8a4841564e508045526c659017ff1/sdk/ml/azure-ai-ml/azure/ai/ml/_restclient/v2023_02_01_preview/operations/_workspaces_operations.py,Method 'list_by_resource_group' is too long (73 lines).
Devin,crewAIInc,crewAI,4379ad26d1cb5138195425e9a0f129eccaa86327,implementation,Long identifier,test_oauth2_authentication_error_with_original,411,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/4379ad26d1cb5138195425e9a0f129eccaa86327/tests/test_oauth2_llm.py,Identifier'test_oauth2_authentication_error_with_original' exceeds the maximum length of 30 characters.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,282f0fdc4b4bd66fa967603e9a2061e599ad5c57,design,Deficient encapsulation,,117,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/282f0fdc4b4bd66fa967603e9a2061e599ad5c57/tests/test_demo_cli.py,Module 'test_demo_cli' accesses non-public code elements __exit__ from test_show_results_closes_ledger
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,d2ea4fa6c9f7ca5cec536be94ee74673330523ca,design,Deficient encapsulation,,72,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/d2ea4fa6c9f7ca5cec536be94ee74673330523ca/tests/test_demo_cli.py,Module 'test_demo_cli' accesses non-public code elements _plain_table from test_plain_table_handles_no_rows
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,81539d4eb9d22391c305f1cae800928425de24cb,design,Deficient encapsulation,,50,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/81539d4eb9d22391c305f1cae800928425de24cb/tests/test_demo_cli.py,Module 'test_demo_cli' accesses non-public code elements _plain_table from test_plain_table_handles_no_rows
Cursor,WorkflowAI,WorkflowAI,07de096f84f8af434840007e59b79c44304864d7,implementation,Long statement,test_sort_by_run_count_all_zero,189,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Cursor/WorkflowAI$WorkflowAI/07de096f84f8af434840007e59b79c44304864d7/api/api/routers/mcp/_utils/agent_sorting_test.py,A line with 131 chars in test_sort_by_run_count_all_zero exceeds the maximum length of 120 characters.
OpenAI_Codex,OEvortex,Webscout,a3d9e30097f31da9a9cef21eec709ca392cac4a1,implementation,Long statement,generate,103,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/OEvortex$Webscout/a3d9e30097f31da9a9cef21eec709ca392cac4a1/webscout/Provider/TTI/piclumen.py,A line with 563 chars in generate exceeds the maximum length of 120 characters.
OpenAI_Codex,stanford-crfm,haliax,d899b98f55c36930a410c36cdb19b54b32bd5909,design,Multifaceted abstraction,,1,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/stanford-crfm$haliax/d899b98f55c36930a410c36cdb19b54b32bd5909/tests/test_dtype_typing.py,"Class 'test_dtype_typing' has a high LCOM value of 1, indicating it may have multiple responsibilities."
Devin,crewAIInc,crewAI,f0949f90ddb46926b0010c14d938e64dc089b51f,implementation,Long statement,test_uuid_based_path_uniqueness,184,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/f0949f90ddb46926b0010c14d938e64dc089b51f/tests/memory/test_windows_path_length.py,A line with 121 chars in test_uuid_based_path_uniqueness exceeds the maximum length of 120 characters.
OpenAI_Codex,vllm-project,vllm,5bb81e284b7cdbe7630cb49759beafcd64844c21,implementation,Long statement,add_cli_args,1720,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/vllm-project$vllm/5bb81e284b7cdbe7630cb49759beafcd64844c21/vllm/engine/arg_utils.py,A line with 141 chars in add_cli_args exceeds the maximum length of 120 characters.
Copilot,Python-Fuzzylogic,fuzzylogic,7db5a157c3915ee284526ac2c72dbe287cc5041c,implementation,Long statement,create_domain,280,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/Python-Fuzzylogic$fuzzylogic/7db5a157c3915ee284526ac2c72dbe287cc5041c/src/fuzzylogic/gui/app.py,A line with 131 chars in create_domain exceeds the maximum length of 120 characters.
OpenAI_Codex,DannyMac180,meta-agent,4eba9cb28649bbe1bbd0e8d943af6c278f1beb51,design,Deficient encapsulation,,69,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/4eba9cb28649bbe1bbd0e8d943af6c278f1beb51/src/meta_agent/bundle_generator.py,Class 'BundleGenerator' accesses non-public code elements __version__ from generate
Devin,crewAIInc,crewAI,faddb7dca2a569f3356a6b762bab5ed447c56ba6,implementation,Long statement,test_using_contextual_memory,2429,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/faddb7dca2a569f3356a6b762bab5ed447c56ba6/tests/crew_test.py,A line with 163 chars in test_using_contextual_memory exceeds the maximum length of 120 characters.
OpenAI_Codex,bruin-data,ingestr,4f963ed9ed92aa8d8c257d7607d6d994a30ad91e,implementation,Magic number,validate,153,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/bruin-data$ingestr/4f963ed9ed92aa8d8c257d7607d6d994a30ad91e/ingestr/src/isoc_pulse/__init__.py,Magic number 2 used in validate.
Cursor,jxxghp,MoviePilot,028d18826a2f340fa26383611d9170966606078a,implementation,Empty catch block,_get_variable_info_simple,502,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Cursor/jxxghp$MoviePilot/028d18826a2f340fa26383611d9170966606078a/app/helper/memory.py,Empty catch block found in _get_variable_info_simple.
Devin,goat-sdk,goat,406d0853bcf2854767770be5c999be9b60a127e9,implementation,Long statement,test_multiple_transaction_approvals,640,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/goat-sdk$goat/406d0853bcf2854767770be5c999be9b60a127e9/python/src/wallets/crossmint/tests/test_api_client_more.py,A line with 151 chars in test_multiple_transaction_approvals exceeds the maximum length of 120 characters.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,919170bda5049425ffebf4d4f230b6ce5e9a8b86,implementation,Long statement,test_monitor_restart_and_ledger_log,156,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/919170bda5049425ffebf4d4f230b6ce5e9a8b86/tests/test_agents.py,A line with 388 chars in test_monitor_restart_and_ledger_log exceeds the maximum length of 120 characters.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,919170bda5049425ffebf4d4f230b6ce5e9a8b86,implementation,Long statement,test_monitor_restart_and_ledger_log,198,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/919170bda5049425ffebf4d4f230b6ce5e9a8b86/tests/test_agents.py,A line with 207 chars in test_monitor_restart_and_ledger_log exceeds the maximum length of 120 characters.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,e87831bd1bbc3dcda5e5ff01fc388fb6253083f1,implementation,Long identifier,test_apply_patch_missing_patch_binary,30,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/e87831bd1bbc3dcda5e5ff01fc388fb6253083f1/tests/test_patcher_core_additional.py,Identifier'test_apply_patch_missing_patch_binary' exceeds the maximum length of 30 characters.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,b2de8d9f51cf4a74242d02f2ed6a1dda44349eb1,design,Multifaceted abstraction,,8,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/b2de8d9f51cf4a74242d02f2ed6a1dda44349eb1/tests/test_orchestrator_backoff.py,"Class 'FailingAgent' has a high LCOM value of 1, indicating it may have multiple responsibilities."
OpenAI_Codex,ai-forever,gigachat,3514171c6ef11c881c64359a4aceaea1c0c8add3,implementation,Complex method,stream,350 - 372,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/ai-forever$gigachat/3514171c6ef11c881c64359a4aceaea1c0c8add3/src/gigachat/client.py,"Method 'stream' has a cyclomatic complexity of 8, exceeding the max of 6."
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,1902b9d89c8cfa6c9a934f7c86e58c6048551791,implementation,Long statement,main,253,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/1902b9d89c8cfa6c9a934f7c86e58c6048551791/src/evolve.py,A line with 219 chars in main exceeds the maximum length of 120 characters.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,704f769210645771abb295ce54f0851294b84222,implementation,Long statement,main,233,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/704f769210645771abb295ce54f0851294b84222/src/evolve.py,A line with 180 chars in main exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,ee335c7862458d78996efd9cb4a8d5548e73eaaf,implementation,Long statement,test_bedrock_llm_creation,28,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/ee335c7862458d78996efd9cb4a8d5548e73eaaf/tests/test_import_llm.py,A line with 283 chars in test_bedrock_llm_creation exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,4379ad26d1cb5138195425e9a0f129eccaa86327,implementation,Long statement,validate_token_url,21,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/4379ad26d1cb5138195425e9a0f129eccaa86327/src/crewai/llms/oauth2_config.py,A line with 193 chars in validate_token_url exceeds the maximum length of 120 characters.
OpenAI_Codex,DannyMac180,meta-agent,4ee46e675a9f7095f13b67fa6c782833d970b7e3,implementation,Long statement,load,251,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/DannyMac180$meta-agent/4ee46e675a9f7095f13b67fa6c782833d970b7e3/src/meta_agent/registry.py,A line with 121 chars in load exceeds the maximum length of 120 characters.
Cursor,invoke-ai,invoke-training,e6feeca00d0353b5670eaecaa17f83ac37073251,implementation,Long statement,parse_args,26,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Cursor/invoke-ai$invoke-training/e6feeca00d0353b5670eaecaa17f83ac37073251/src/invoke_training/scripts/invoke_train_worker.py,A line with 582 chars in parse_args exceeds the maximum length of 120 characters.
Cursor,invoke-ai,invoke-training,e6feeca00d0353b5670eaecaa17f83ac37073251,implementation,Long statement,parse_args,55,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Cursor/invoke-ai$invoke-training/e6feeca00d0353b5670eaecaa17f83ac37073251/src/invoke_training/scripts/invoke_train_worker.py,A line with 154 chars in parse_args exceeds the maximum length of 120 characters.
Cursor,invoke-ai,invoke-training,e6feeca00d0353b5670eaecaa17f83ac37073251,implementation,Long statement,parse_args,71,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Cursor/invoke-ai$invoke-training/e6feeca00d0353b5670eaecaa17f83ac37073251/src/invoke_training/scripts/invoke_train_worker.py,A line with 121 chars in parse_args exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,c77ac31db6aa755e0c4a764d90cc50b3b3ebe219,implementation,Long statement,test_kickoff_for_each_parallel_empty_input,93,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/c77ac31db6aa755e0c4a764d90cc50b3b3ebe219/tests/test_kickoff_for_each_parallel.py,A line with 134 chars in test_kickoff_for_each_parallel_empty_input exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,c77ac31db6aa755e0c4a764d90cc50b3b3ebe219,implementation,Long statement,test_kickoff_for_each_parallel_empty_input,99,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/c77ac31db6aa755e0c4a764d90cc50b3b3ebe219/tests/test_kickoff_for_each_parallel.py,A line with 146 chars in test_kickoff_for_each_parallel_empty_input exceeds the maximum length of 120 characters.
OpenAI_Codex,oraios,serena,06c3ed44592bd76a3b37901d67099af35e28aa2c,implementation,Long statement,_setup_runtime_dependencies,63,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/oraios$serena/06c3ed44592bd76a3b37901d67099af35e28aa2c/src/solidlsp/language_servers/vts_language_server.py,A line with 164 chars in _setup_runtime_dependencies exceeds the maximum length of 120 characters.
OpenAI_Codex,oraios,serena,06c3ed44592bd76a3b37901d67099af35e28aa2c,implementation,Long statement,_setup_runtime_dependencies,74,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/oraios$serena/06c3ed44592bd76a3b37901d67099af35e28aa2c/src/solidlsp/language_servers/vts_language_server.py,A line with 195 chars in _setup_runtime_dependencies exceeds the maximum length of 120 characters.
OpenAI_Codex,oraios,serena,06c3ed44592bd76a3b37901d67099af35e28aa2c,implementation,Long statement,_setup_runtime_dependencies,100,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/oraios$serena/06c3ed44592bd76a3b37901d67099af35e28aa2c/src/solidlsp/language_servers/vts_language_server.py,A line with 126 chars in _setup_runtime_dependencies exceeds the maximum length of 120 characters.
Devin,crewAIInc,crewAI,a24a71a3164411c4f753878618914c4d87adbe68,implementation,Long statement,,2,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/a24a71a3164411c4f753878618914c4d87adbe68/reproduce_issue_3165.py,A line with 243 chars in reproduce_issue_3165 exceeds the maximum length of 120 characters.
OpenAI_Codex,stanford-crfm,haliax,cc7f15005605a417a6e13856efc7eb89f7e2e3c5,implementation,Long method,shard_map,651 - 756,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/stanford-crfm$haliax/cc7f15005605a417a6e13856efc7eb89f7e2e3c5/src/haliax/partitioning.py,Method 'shard_map' is too long (86 lines).
OpenAI_Codex,stanford-crfm,haliax,9fb26a25b4175ba6798ba0ac70775f18a979df90,implementation,Long method,shard_map,651 - 778,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/stanford-crfm$haliax/9fb26a25b4175ba6798ba0ac70775f18a979df90/src/haliax/partitioning.py,Method 'shard_map' is too long (87 lines).
Devin,crewAIInc,crewAI,c96ae80121aea52396bc8a8883111f6165dcc1f2,design,Feature envy,,40,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/c96ae80121aea52396bc8a8883111f6165dcc1f2/tests/test_aiml_api_integration.py,Method 'test_aiml_api_model_instantiation' in class 'TestAIMLAPIIntegration' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `llm`.
Devin,crewAIInc,crewAI,c96ae80121aea52396bc8a8883111f6165dcc1f2,design,Feature envy,,147,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/crewAIInc$crewAI/c96ae80121aea52396bc8a8883111f6165dcc1f2/tests/test_aiml_api_integration.py,Method 'test_aiml_api_different_model_types' in class 'TestAIMLAPIExamples' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `llm`.
Devin,AgentOps-AI,agentops,ba49b2cb54cba171bd18077f3dcaf62cdf5c0380,design,Multifaceted abstraction,,21,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/AgentOps-AI$agentops/ba49b2cb54cba171bd18077f3dcaf62cdf5c0380/tests/test_litellm_instrumentation.py,"Class 'TestLiteLLMUtils' has a high LCOM value of 1, indicating it may have multiple responsibilities."
OpenAI_Codex,python-cachier,cachier,e9ada5a5ca0033cd8b9b4115f135b7826445d581,design,Insufficient modularization,,1,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/python-cachier$cachier/e9ada5a5ca0033cd8b9b4115f135b7826445d581/tests/test_sql_core.py,"Module 'test_sql_core' is insufficiently modularized with NOPM: 22, WMC: 27, NOM: 22."
Cursor,mediar-ai,terminator,1436964a9089d4e1060c461bb8bc131acc711884,implementation,Long statement,open_chat_with_shortcut,140,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Cursor/mediar-ai$terminator/1436964a9089d4e1060c461bb8bc131acc711884/examples/cursor_night_shift_agent.py,A line with 147 chars in open_chat_with_shortcut exceeds the maximum length of 120 characters.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,02b6a8bc596a98788a3c7373dc1decfbe1a1e93b,implementation,Magic number,test_adversarial_cases_detected,11,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/02b6a8bc596a98788a3c7373dc1decfbe1a1e93b/tests/test_chaos_monkey.py,Magic number 0.8 used in test_adversarial_cases_detected.
Devin,appdotbuild,agent,f15838eeba85ac5b9899f3b26281acb4746542fd,implementation,Long method,tools,219 - 282,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/appdotbuild$agent/f15838eeba85ac5b9899f3b26281acb4746542fd/agent/laravel_agent/actors.py,Method 'tools' is too long (67 lines).
Cursor,Arize-ai,phoenix,9437226c21feb7a6030a51e6cb48fda53843168c,implementation,Long statement,generate_experiment_project_name,2,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Cursor/Arize-ai$phoenix/9437226c21feb7a6030a51e6cb48fda53843168c/src/phoenix/server/experiments/utils.py,A line with 328 chars in generate_experiment_project_name exceeds the maximum length of 120 characters.
Copilot,AliAkhtari78,SpotifyScraper,2c1048d111fe9b0e01ae26c113356d13e17e52d8,design,Multifaceted abstraction,,37,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Copilot/AliAkhtari78$SpotifyScraper/2c1048d111fe9b0e01ae26c113356d13e17e52d8/tests/unit/test_track_album.py,"Class 'TestTrackAlbumField' has a high LCOM value of 1, indicating it may have multiple responsibilities."
Devin,digitaldemocracy2030,kouchou-ai,379a55ba98f77f4cf8bedc44ad1c63629cfc9c32,implementation,Magic number,test_request_to_azure_chatcompletion_rate_limit_error_max_retries,556,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/files_changed/Devin/digitaldemocracy2030$kouchou-ai/379a55ba98f77f4cf8bedc44ad1c63629cfc9c32/server/tests/services/test_llm.py,Magic number 4 used in test_request_to_azure_chatcompletion_rate_limit_error_max_retries.
