pr_url,owner,repo,pr_number,match_reason,sha,commit_url,author,author_date,commit_message,files_changed_count,files_changed,files_changed_detail
https://github.com/hystvblod/Vzone/pull/8,hystvblod,Vzone,8,COMMIT_MESSAGE_MATCH,3db3d10ae205c0e70cdef142bfbc2f14d1f517bc,https://github.com/hystvblod/Vzone/commit/3db3d10ae205c0e70cdef142bfbc2f14d1f517bc,hystvblod,2025-06-05T19:28:47Z,Add fallback labels for main menu buttons,1,index.html,index.html|modified|+4|-4
https://github.com/DepierreQuentin/Dungeon/pull/17,DepierreQuentin,Dungeon,17,COMMIT_MESSAGE_MATCH,8468959eed7b4d25da1f1adb2da31e329bdbfccc,https://github.com/DepierreQuentin/Dungeon/commit/8468959eed7b4d25da1f1adb2da31e329bdbfccc,DepierreQuentin,2025-06-24T13:29:01Z,Add draw and discard pile viewers,3,game.js;index.html;styles.css,game.js|modified|+42|-0;index.html|modified|+12|-0;styles.css|modified|+7|-3
https://github.com/olsgo/melodyvae_m4l/pull/6,olsgo,melodyvae_m4l,6,COMMIT_MESSAGE_MATCH,1556faabb85749ad80badd4b4f23345d8dc5803c,https://github.com/olsgo/melodyvae_m4l/commit/1556faabb85749ad80badd4b4f23345d8dc5803c,copilot-swe-agent[bot],2025-07-16T03:42:33Z,Initial plan,0,,
https://github.com/rohan-k-mathur/mesh/pull/152,rohan-k-mathur,mesh,152,COMMIT_MESSAGE_MATCH,6a07a9dda121af8308a4bc12b688deb860c693b8,https://github.com/rohan-k-mathur/mesh/commit/6a07a9dda121af8308a4bc12b688deb860c693b8,Rohan Mathur,2025-07-02T06:40:11Z,Add tests and test utilities,10,lib/pluginLoader.ts;lib/stateMachine.ts;package.json;tests/friend-suggestions.test.ts;tests/llm-chaining.integration.test.ts;tests/manual/livekit-audio-recording.md;tests/pluginLoader.test.ts;tests/stateMachine.test.ts;tests/upsertUserAttributes.test.ts;yarn.lock,lib/pluginLoader.ts|added|+11|-0;lib/stateMachine.ts|added|+29|-0;package.json|modified|+1|-0;tests/friend-suggestions.test.ts|modified|+18|-16;tests/llm-chaining.integration.test.ts|added|+22|-0;tests/manual/livekit-audio-recording.md|added|+8|-0;tests/pluginLoader.test.ts|added|+13|-0;tests/stateMachine.test.ts|added|+28|-0;tests/upsertUserAttributes.test.ts|modified|+2|-4;yarn.lock|modified|+141|-2
https://github.com/Aishgadol/ML_SVM_LOGREG_MORE/pull/1,Aishgadol,ML_SVM_LOGREG_MORE,1,COMMIT_MESSAGE_MATCH,e70245c6955ddc962aa8182cae283fd13f213bd8,https://github.com/Aishgadol/ML_SVM_LOGREG_MORE/commit/e70245c6955ddc962aa8182cae283fd13f213bd8,Idan Morad,2025-06-10T12:56:29Z,Add documentation and package requirements,2,README.md;requirements.txt,README.md|added|+117|-0;requirements.txt|added|+7|-0
https://github.com/kako-jun/diffai/pull/4,kako-jun,diffai,4,COMMIT_MESSAGE_MATCH,0576ca85199853f4199adca1df9c064d3600e7b2,https://github.com/kako-jun/diffai/commit/0576ca85199853f4199adca1df9c064d3600e7b2,kako-jun,2025-07-12T06:14:34Z,"feat: Enhance --verbose output with comprehensive diagnostics\n\n- Add detailed configuration display (ML features, epsilon, filters)\n- Include file analysis (path, size, format detection)\n- Add processing time measurement and performance metrics\n- Implement directory comparison verbose diagnostics\n- Show ML-specific analysis completion status\n- Follow diffx verbose output patterns for consistency\n- Provide option-specific diagnostic information\n\nFeatures:\n- Configuration diagnostics: format, output, ML features\n- File information: paths, sizes, detected formats\n- Performance metrics: processing time, difference count\n- Directory analysis: scan results, comparison summary\n- ML-specific status: format analysis completion\n\nAddresses #3\n\n🤖 Generated with [Claude Code](https://claude.ai/code)\n\nCo-Authored-By: Claude <noreply@anthropic.com>",1,diffai-cli/src/main.rs,diffai-cli/src/main.rs|modified|+122|-0
https://github.com/sefunmi4/ethos/pull/662,sefunmi4,ethos,662,COMMIT_MESSAGE_MATCH,a763d74010c5106cd3208c96f1f044938f9c496d,https://github.com/sefunmi4/ethos/commit/a763d74010c5106cd3208c96f1f044938f9c496d,Sefunmi Ashiru,2025-06-24T18:23:17Z,fix summary tag logic,1,ethos-frontend/src/utils/displayUtils.ts,ethos-frontend/src/utils/displayUtils.ts|modified|+22|-46
https://github.com/tscircuit/core/pull/925,tscircuit,core,925,COMMIT_MESSAGE_MATCH,adbac76ad2831dda7020a78840ded2cded0b040b,https://github.com/tscircuit/core/commit/adbac76ad2831dda7020a78840ded2cded0b040b,Severin Ibarluzea,2025-06-15T00:33:14Z,Simplify AutorouterError package version import,5,lib/components/primitive-components/Group/Group.ts;lib/errors/AutorouterError.ts;lib/errors/index.ts;lib/utils/autorouting/CapacityMeshAutorouter.ts;tests/examples/example20-autorouting-error.test.tsx,lib/components/primitive-components/Group/Group.ts|modified|+6|-2;lib/errors/AutorouterError.ts|added|+10|-0;lib/errors/index.ts|modified|+2|-0;lib/utils/autorouting/CapacityMeshAutorouter.ts|modified|+7|-3;tests/examples/example20-autorouting-error.test.tsx|modified|+1|-1
https://github.com/FunmoDev/Aqualis/pull/13,FunmoDev,Aqualis,13,COMMIT_MESSAGE_MATCH,e5abdae0f99afb0c35003acf700af155defe45c9,https://github.com/FunmoDev/Aqualis/commit/e5abdae0f99afb0c35003acf700af155defe45c9,Elliot.,2025-06-21T20:29:30Z,Add angular-mocks and adjust Karma config,3,package-lock.json;package.json;test/karma.conf.js,package-lock.json|modified|+19|-0;package.json|modified|+2|-0;test/karma.conf.js|modified|+3|-2
https://github.com/builtbycorelot/OpenPermit/pull/20,builtbycorelot,OpenPermit,20,COMMIT_MESSAGE_MATCH,13eed65e2fb5ed264c5e84c7b8a079adc587fc8c,https://github.com/builtbycorelot/OpenPermit/commit/13eed65e2fb5ed264c5e84c7b8a079adc587fc8c,builtbycorelot,2025-05-20T06:15:43Z,Add NIEM alignment document and link,2,README.md;docs/niem-alignment-6.0.md,README.md|modified|+3|-0;docs/niem-alignment-6.0.md|added|+30|-0
https://github.com/muntianus/telegram-reminder/pull/13,muntianus,telegram-reminder,13,COMMIT_MESSAGE_MATCH,ee08db477fba2c47ac30b31cba1b1ee9d1144a8f,https://github.com/muntianus/telegram-reminder/commit/ee08db477fba2c47ac30b31cba1b1ee9d1144a8f,muntianus,2025-07-13T21:14:54Z,fix deploy workflow YAML,1,.github/workflows/deploy.yml,.github/workflows/deploy.yml|modified|+4|-4
https://github.com/Barry1701/remeskin.com/pull/46,Barry1701,remeskin.com,46,COMMIT_MESSAGE_MATCH,e601bdeedf8f608deea2fe5b29f622457ad53597,https://github.com/Barry1701/remeskin.com/commit/e601bdeedf8f608deea2fe5b29f622457ad53597,Barry1701,2025-06-11T09:16:39Z,style: enhance inbox and outbox layout,4,src/pages/inbox/InboxList.js;src/pages/inbox/OutboxList.js;src/styles/InboxList.module.css;src/styles/OutboxList.module.css,src/pages/inbox/InboxList.js|modified|+18|-7;src/pages/inbox/OutboxList.js|modified|+14|-6;src/styles/InboxList.module.css|added|+54|-0;src/styles/OutboxList.module.css|added|+41|-0
https://github.com/Trashytalk/piwardrive/pull/180,Trashytalk,piwardrive,180,COMMIT_MESSAGE_MATCH,b8a16bcbeb2f46eaa9fce63da13c2434addcdf10,https://github.com/Trashytalk/piwardrive/commit/b8a16bcbeb2f46eaa9fce63da13c2434addcdf10,Trashytalk,2025-06-16T00:22:10Z,Remove duplicate imports,1,tests/test_config.py,tests/test_config.py|modified|+0|-2
https://github.com/r3e-network/r3e-faas/pull/32,r3e-network,r3e-faas,32,COMMIT_MESSAGE_MATCH,64940da3a2eeb04eede49237888de5bf80c0491d,https://github.com/r3e-network/r3e-faas/commit/64940da3a2eeb04eede49237888de5bf80c0491d,Devin AI,2025-03-01T14:40:42Z,Add security headers to API responses\n\nCo-Authored-By: Jimmy <jinghui@wayne.edu>,4,r3e-endpoints/src/app.rs;r3e-endpoints/src/middleware/mod.rs;r3e-endpoints/src/middleware/security_headers.rs;r3e-endpoints/tests/security_headers_tests.rs,r3e-endpoints/src/app.rs|modified|+6|-2;r3e-endpoints/src/middleware/mod.rs|modified|+2|-0;r3e-endpoints/src/middleware/security_headers.rs|added|+122|-0;r3e-endpoints/tests/security_headers_tests.rs|added|+113|-0
https://github.com/r3e-network/r3e-faas/pull/32,r3e-network,r3e-faas,32,COMMIT_MESSAGE_MATCH,73aebcf00bd39ef5b11fc245194fdc3d9e6c06c2,https://github.com/r3e-network/r3e-faas/commit/73aebcf00bd39ef5b11fc245194fdc3d9e6c06c2,Devin AI,2025-03-01T14:45:54Z,Fix code formatting issues\n\nCo-Authored-By: Jimmy <jinghui@wayne.edu>,1,r3e-endpoints/tests/security_headers_tests.rs,r3e-endpoints/tests/security_headers_tests.rs|modified|+16|-31
https://github.com/datapolitical/videocut/pull/16,datapolitical,videocut,16,COMMIT_MESSAGE_MATCH,353481d5ac59fdc888546d0781141e3539424a6b,https://github.com/datapolitical/videocut/commit/353481d5ac59fdc888546d0781141e3539424a6b,Chris Nicholson,2025-06-05T05:57:07Z,Restore full clip_utils and transcribe implementations,2,videocut/core/clip_utils.py;videocut/core/transcribe.py,videocut/core/clip_utils.py|modified|+262|-2;videocut/core/transcribe.py|modified|+57|-2
